Id,Quantity,Recipe ingredient,Name [Food],Title [Recipe],Ingredients [Recipe],Origin [Recipe]
98, - ,1 échalote,échalote,Salade de quinoa,"1 verre de quinoa 
1/2 concombre 
2 tomate 
20 feuille de menthe 
1 échalote 
Huile d'olive 
Jus de citron 
Sel ",www.marmiton.org
99, - ,Huile d'olive,huile d'olive,Salade de quinoa,"1 verre de quinoa 
1/2 concombre 
2 tomate 
20 feuille de menthe 
1 échalote 
Huile d'olive 
Jus de citron 
Sel ",www.marmiton.org
100, - ,Jus de citron,jus de citron,Salade de quinoa,"1 verre de quinoa 
1/2 concombre 
2 tomate 
20 feuille de menthe 
1 échalote 
Huile d'olive 
Jus de citron 
Sel ",www.marmiton.org
101, - ,Sel,sel,Salade de quinoa,"1 verre de quinoa 
1/2 concombre 
2 tomate 
20 feuille de menthe 
1 échalote 
Huile d'olive 
Jus de citron 
Sel ",www.marmiton.org
102, - ,Pain de mie complet,pain de mie complet,Club à la dinde,"Pain de mie complet 
Tomates
Concombre
Gruyère
Rôti de Dinde
Laitue
Oignon rouge
Ketchup
Mayonnaise
Poivre",www.club-sandwich.net
103, - ,Tomates,tomate,Club à la dinde,"Pain de mie complet 
Tomates
Concombre
Gruyère
Rôti de Dinde
Laitue
Oignon rouge
Ketchup
Mayonnaise
Poivre",www.club-sandwich.net
104, - ,Concombre,concombre,Club à la dinde,"Pain de mie complet 
Tomates
Concombre
Gruyère
Rôti de Dinde
Laitue
Oignon rouge
Ketchup
Mayonnaise
Poivre",www.club-sandwich.net
105, - ,Gruyère,gruyère,Club à la dinde,"Pain de mie complet 
Tomates
Concombre
Gruyère
Rôti de Dinde
Laitue
Oignon rouge
Ketchup
Mayonnaise
Poivre",www.club-sandwich.net
106, - ,Rôti de Dinde,roti de dinde,Club à la dinde,"Pain de mie complet 
Tomates
Concombre
Gruyère
Rôti de Dinde
Laitue
Oignon rouge
Ketchup
Mayonnaise
Poivre",www.club-sandwich.net
107, - ,Laitue,laitue,Club à la dinde,"Pain de mie complet 
Tomates
Concombre
Gruyère
Rôti de Dinde
Laitue
Oignon rouge
Ketchup
Mayonnaise
Poivre",www.club-sandwich.net
108, - ,Oignon rouge,oignon rouge,Club à la dinde,"Pain de mie complet 
Tomates
Concombre
Gruyère
Rôti de Dinde
Laitue
Oignon rouge
Ketchup
Mayonnaise
Poivre",www.club-sandwich.net
109, - ,Ketchup,ketchup,Club à la dinde,"Pain de mie complet 
Tomates
Concombre
Gruyère
Rôti de Dinde
Laitue
Oignon rouge
Ketchup
Mayonnaise
Poivre",www.club-sandwich.net
110, - ,Mayonnaise,mayonnaise,Club à la dinde,"Pain de mie complet 
Tomates
Concombre
Gruyère
Rôti de Dinde
Laitue
Oignon rouge
Ketchup
Mayonnaise
Poivre",www.club-sandwich.net
111, - ,Poivre,poivre,Club à la dinde,"Pain de mie complet 
Tomates
Concombre
Gruyère
Rôti de Dinde
Laitue
Oignon rouge
Ketchup
Mayonnaise
Poivre",www.club-sandwich.net
112, - ,"4 courgettes,",courgette,Courgettes gratinées,"4 courgettes,
15 cl de crème fraîche,
1 oeuf battu,
100 g de gruyère râpé,
sel,
poivre.",www.unjourunerecette.fr
113, - ,"15 cl de crème fraîche,",crème fraîche,Courgettes gratinées,"4 courgettes,
15 cl de crème fraîche,
1 oeuf battu,
100 g de gruyère râpé,
sel,
poivre.",www.unjourunerecette.fr
114, - ,"1 oeuf battu,",oeuf,Courgettes gratinées,"4 courgettes,
15 cl de crème fraîche,
1 oeuf battu,
100 g de gruyère râpé,
sel,
poivre.",www.unjourunerecette.fr
115, - ,"100 g de gruyère râpé,",gruyère,Courgettes gratinées,"4 courgettes,
15 cl de crème fraîche,
1 oeuf battu,
100 g de gruyère râpé,
sel,
poivre.",www.unjourunerecette.fr
116, - ,"sel,",sel,Courgettes gratinées,"4 courgettes,
15 cl de crème fraîche,
1 oeuf battu,
100 g de gruyère râpé,
sel,
poivre.",www.unjourunerecette.fr
117, - ,poivre.,poivre,Courgettes gratinées,"4 courgettes,
15 cl de crème fraîche,
1 oeuf battu,
100 g de gruyère râpé,
sel,
poivre.",www.unjourunerecette.fr
118, - ,"1 rouleau de pâte feuilletée,",pâte feuilletée,Tarte facile aux tomates et au comté,"1 rouleau de pâte feuilletée,
3 grosses tomates rondes,
100 g de comté,
2 cs de moutarde,
Quelques olives noires,
Herbes de Provence.",www.unjourunerecette.fr
119, - ,"3 grosses tomates rondes,",tomate ronde,Tarte facile aux tomates et au comté,"1 rouleau de pâte feuilletée,
3 grosses tomates rondes,
100 g de comté,
2 cs de moutarde,
Quelques olives noires,
Herbes de Provence.",www.unjourunerecette.fr
120, - ,"100 g de comté,",comté,Tarte facile aux tomates et au comté,"1 rouleau de pâte feuilletée,
3 grosses tomates rondes,
100 g de comté,
2 cs de moutarde,
Quelques olives noires,
Herbes de Provence.",www.unjourunerecette.fr
121, - ,"2 cs de moutarde,",moutarde,Tarte facile aux tomates et au comté,"1 rouleau de pâte feuilletée,
3 grosses tomates rondes,
100 g de comté,
2 cs de moutarde,
Quelques olives noires,
Herbes de Provence.",www.unjourunerecette.fr
122, - ,"Quelques olives noires,",olive noire,Tarte facile aux tomates et au comté,"1 rouleau de pâte feuilletée,
3 grosses tomates rondes,
100 g de comté,
2 cs de moutarde,
Quelques olives noires,
Herbes de Provence.",www.unjourunerecette.fr
123, - ,Herbes de Provence.,herbes de provence,Tarte facile aux tomates et au comté,"1 rouleau de pâte feuilletée,
3 grosses tomates rondes,
100 g de comté,
2 cs de moutarde,
Quelques olives noires,
Herbes de Provence.",www.unjourunerecette.fr
124, - ,1 kg de pomme de terre de type Bintje,pomme de terre,Bonnes frites,"1 kg de pomme de terre de type Bintje
Huile de friture (traditionnellement, les frituriers belges utilisent du blanc de bœuf, parfois additionné de graisse de porc ou de mouton, ce qui donne ce goût particulier aux 'frites de friture', mais je préfère de loin l’huile, les frites étant alors plus légères et plus digestes ; toutes les chaînes de distribution commercialisent de bonnes huiles pour friture, qui se valent à peu près",www.marmiton.org
125, - ,Huile de friture,huile de friture,Bonnes frites,"1 kg de pomme de terre de type Bintje
Huile de friture (traditionnellement, les frituriers belges utilisent du blanc de bœuf, parfois additionné de graisse de porc ou de mouton, ce qui donne ce goût particulier aux 'frites de friture', mais je préfère de loin l’huile, les frites étant alors plus légères et plus digestes ; toutes les chaînes de distribution commercialisent de bonnes huiles pour friture, qui se valent à peu près",www.marmiton.org
126, - ,1.0  filet huile d'olive,huile d'olive,Steak haché et frites maison,"1.0  filet huile d'olive
4.0  cuillères à soupe huile de tournesol
125.0  grammes steak haché
3.0  pomme de terre",www.wecook.fr
127, - ,4.0  cuillères à soupe huile de tournesol,huile de tournesol,Steak haché et frites maison,"1.0  filet huile d'olive
4.0  cuillères à soupe huile de tournesol
125.0  grammes steak haché
3.0  pomme de terre",www.wecook.fr
128, - ,125.0  grammes steak haché,steak haché,Steak haché et frites maison,"1.0  filet huile d'olive
4.0  cuillères à soupe huile de tournesol
125.0  grammes steak haché
3.0  pomme de terre",www.wecook.fr
129, - ,3.0  pomme de terre,pomme de terre,Steak haché et frites maison,"1.0  filet huile d'olive
4.0  cuillères à soupe huile de tournesol
125.0  grammes steak haché
3.0  pomme de terre",www.wecook.fr
130, - ,"4 blancs de poireaux,",poireau,Fondue de poireaux,"4 blancs de poireaux,
25 g de beurre,
2 cuillères à soupe de crème épaisse,
1 cuillère à café de moutarde,
sel,
poivre.",www.unjourunerecette.fr
131, - ,"25 g de beurre,",beurre,Fondue de poireaux,"4 blancs de poireaux,
25 g de beurre,
2 cuillères à soupe de crème épaisse,
1 cuillère à café de moutarde,
sel,
poivre.",www.unjourunerecette.fr
132, - ,"2 cuillères à soupe de crème épaisse,",crème épaisse,Fondue de poireaux,"4 blancs de poireaux,
25 g de beurre,
2 cuillères à soupe de crème épaisse,
1 cuillère à café de moutarde,
sel,
poivre.",www.unjourunerecette.fr
133, - ,"1 cuillère à café de moutarde,",moutarde,Fondue de poireaux,"4 blancs de poireaux,
25 g de beurre,
2 cuillères à soupe de crème épaisse,
1 cuillère à café de moutarde,
sel,
poivre.",www.unjourunerecette.fr
134, - ,"sel,",sel,Fondue de poireaux,"4 blancs de poireaux,
25 g de beurre,
2 cuillères à soupe de crème épaisse,
1 cuillère à café de moutarde,
sel,
poivre.",www.unjourunerecette.fr
135, - ,poivre.,poivre,Fondue de poireaux,"4 blancs de poireaux,
25 g de beurre,
2 cuillères à soupe de crème épaisse,
1 cuillère à café de moutarde,
sel,
poivre.",www.unjourunerecette.fr
136, - ,Pain de mie,pain de mie,Club du Club,"Pain de mie
Blanc de poulet
Tomate
Avocat
Salade
Mayonnaise",www.club-sandwich.net
137, - ,Blanc de poulet,blanc de poulet,Club du Club,"Pain de mie
Blanc de poulet
Tomate
Avocat
Salade
Mayonnaise",www.club-sandwich.net
138, - ,Tomate,tomate,Club du Club,"Pain de mie
Blanc de poulet
Tomate
Avocat
Salade
Mayonnaise",www.club-sandwich.net
139, - ,Avocat,avocat,Club du Club,"Pain de mie
Blanc de poulet
Tomate
Avocat
Salade
Mayonnaise",www.club-sandwich.net
140, - ,Salade,salade,Club du Club,"Pain de mie
Blanc de poulet
Tomate
Avocat
Salade
Mayonnaise",www.club-sandwich.net
141, - ,Mayonnaise,mayonnaise,Club du Club,"Pain de mie
Blanc de poulet
Tomate
Avocat
Salade
Mayonnaise",www.club-sandwich.net
142, - ,"1 rouleau de pâte brisée,",pâte brisée,Quiche saumon brocolis,"1 rouleau de pâte brisée,
350 g de saumon frais,
400 g de brocolis frais,
20 cl de crème liquide,
4 oeufs,
50 g de parmesan râpé,
sel,
poivre.",www.unjourunerecette.fr
143, - ,"350 g de saumon frais,",saumon,Quiche saumon brocolis,"1 rouleau de pâte brisée,
350 g de saumon frais,
400 g de brocolis frais,
20 cl de crème liquide,
4 oeufs,
50 g de parmesan râpé,
sel,
poivre.",www.unjourunerecette.fr
144, - ,"400 g de brocolis frais,",brocoli,Quiche saumon brocolis,"1 rouleau de pâte brisée,
350 g de saumon frais,
400 g de brocolis frais,
20 cl de crème liquide,
4 oeufs,
50 g de parmesan râpé,
sel,
poivre.",www.unjourunerecette.fr
145, - ,"20 cl de crème liquide,",crème liquide,Quiche saumon brocolis,"1 rouleau de pâte brisée,
350 g de saumon frais,
400 g de brocolis frais,
20 cl de crème liquide,
4 oeufs,
50 g de parmesan râpé,
sel,
poivre.",www.unjourunerecette.fr
146, - ,"4 oeufs,",oeuf,Quiche saumon brocolis,"1 rouleau de pâte brisée,
350 g de saumon frais,
400 g de brocolis frais,
20 cl de crème liquide,
4 oeufs,
50 g de parmesan râpé,
sel,
poivre.",www.unjourunerecette.fr
147, - ,"50 g de parmesan râpé,",parmesan,Quiche saumon brocolis,"1 rouleau de pâte brisée,
350 g de saumon frais,
400 g de brocolis frais,
20 cl de crème liquide,
4 oeufs,
50 g de parmesan râpé,
sel,
poivre.",www.unjourunerecette.fr
148, - ,"sel,",sel,Quiche saumon brocolis,"1 rouleau de pâte brisée,
350 g de saumon frais,
400 g de brocolis frais,
20 cl de crème liquide,
4 oeufs,
50 g de parmesan râpé,
sel,
poivre.",www.unjourunerecette.fr
149, - ,poivre.,poivre,Quiche saumon brocolis,"1 rouleau de pâte brisée,
350 g de saumon frais,
400 g de brocolis frais,
20 cl de crème liquide,
4 oeufs,
50 g de parmesan râpé,
sel,
poivre.",www.unjourunerecette.fr
150, - ,1 kg de pomme de terre (type bintje),pomme de terre,Les vraies frites belges,"1 kg de pomme de terre (type bintje)
3 l d'huile de friture ",www.marmiton.org
151, - ,3 l d'huile de friture,huile de friture,Les vraies frites belges,"1 kg de pomme de terre (type bintje)
3 l d'huile de friture ",www.marmiton.org
152, - ,125.0  grammes steak haché,steak haché,Steak haché et haricots verts,"125.0  grammes steak haché
200.0  grammes haricot vert
1.0  cuillère à café ail moulu
5.0  grammes beurre",www.wecook.fr
153, - ,200.0  grammes haricot vert,haricots verts,Steak haché et haricots verts,"125.0  grammes steak haché
200.0  grammes haricot vert
1.0  cuillère à café ail moulu
5.0  grammes beurre",www.wecook.fr
154, - ,1.0  cuillère à café ail moulu,ail,Steak haché et haricots verts,"125.0  grammes steak haché
200.0  grammes haricot vert
1.0  cuillère à café ail moulu
5.0  grammes beurre",www.wecook.fr
155, - ,5.0  grammes beurre,beurre,Steak haché et haricots verts,"125.0  grammes steak haché
200.0  grammes haricot vert
1.0  cuillère à café ail moulu
5.0  grammes beurre",www.wecook.fr
156, - ,"2 kg de tomates,",tomate,Velouté de tomates,"2 kg de tomates,
1 kg d'oignons jaunes,
1.5 litre d'eau,
1 cube de bouillon de volaille,
huile d'olive,
persil (facultatif).",www.unjourunerecette.fr
157, - ,"1 kg d'oignons jaunes,",oignon jaune,Velouté de tomates,"2 kg de tomates,
1 kg d'oignons jaunes,
1.5 litre d'eau,
1 cube de bouillon de volaille,
huile d'olive,
persil (facultatif).",www.unjourunerecette.fr
158, - ,"1.5 litre d'eau,",eau,Velouté de tomates,"2 kg de tomates,
1 kg d'oignons jaunes,
1.5 litre d'eau,
1 cube de bouillon de volaille,
huile d'olive,
persil (facultatif).",www.unjourunerecette.fr
159, - ,"1 cube de bouillon de volaille,",bouillon de volaille,Velouté de tomates,"2 kg de tomates,
1 kg d'oignons jaunes,
1.5 litre d'eau,
1 cube de bouillon de volaille,
huile d'olive,
persil (facultatif).",www.unjourunerecette.fr
160, - ,"huile d'olive,",huile d'olive,Velouté de tomates,"2 kg de tomates,
1 kg d'oignons jaunes,
1.5 litre d'eau,
1 cube de bouillon de volaille,
huile d'olive,
persil (facultatif).",www.unjourunerecette.fr
161, - ,persil (facultatif).,persil,Velouté de tomates,"2 kg de tomates,
1 kg d'oignons jaunes,
1.5 litre d'eau,
1 cube de bouillon de volaille,
huile d'olive,
persil (facultatif).",www.unjourunerecette.fr
162, - ,Pain de mie,pain de mie,Club Péruvien,"Pain de mie
Jambon cuit
Bacon
Édam
Oeuf
Tomate
Laitue
Mayonnaise",www.club-sandwich.net
163, - ,Jambon cuit,jambon cuit,Club Péruvien,"Pain de mie
Jambon cuit
Bacon
Édam
Oeuf
Tomate
Laitue
Mayonnaise",www.club-sandwich.net
164, - ,Bacon,bacon,Club Péruvien,"Pain de mie
Jambon cuit
Bacon
Édam
Oeuf
Tomate
Laitue
Mayonnaise",www.club-sandwich.net
165, - ,Édam,edam,Club Péruvien,"Pain de mie
Jambon cuit
Bacon
Édam
Oeuf
Tomate
Laitue
Mayonnaise",www.club-sandwich.net
166, - ,Oeuf,oeuf,Club Péruvien,"Pain de mie
Jambon cuit
Bacon
Édam
Oeuf
Tomate
Laitue
Mayonnaise",www.club-sandwich.net
167, - ,Tomate,tomate,Club Péruvien,"Pain de mie
Jambon cuit
Bacon
Édam
Oeuf
Tomate
Laitue
Mayonnaise",www.club-sandwich.net
168, - ,Laitue,laitue,Club Péruvien,"Pain de mie
Jambon cuit
Bacon
Édam
Oeuf
Tomate
Laitue
Mayonnaise",www.club-sandwich.net
169, - ,Mayonnaise,mayonnaise,Club Péruvien,"Pain de mie
Jambon cuit
Bacon
Édam
Oeuf
Tomate
Laitue
Mayonnaise",www.club-sandwich.net
170, - ,"400 g de pâtes (penne, macaroni, fusilli...),",pâtes,Gratin de pâtes aux champignons,"400 g de pâtes (penne, macaroni, fusilli...),
8 champignons de Paris,
200 g de dés de jambon,
1 oignon,
20 cl de crème fraîche,
1 oeuf,
100 g de gruyère râpé,
sel,
poivre,
beurre.",www.unjourunerecette.fr
171, - ,"8 champignons de Paris,",champignon de Paris,Gratin de pâtes aux champignons,"400 g de pâtes (penne, macaroni, fusilli...),
8 champignons de Paris,
200 g de dés de jambon,
1 oignon,
20 cl de crème fraîche,
1 oeuf,
100 g de gruyère râpé,
sel,
poivre,
beurre.",www.unjourunerecette.fr
172, - ,"200 g de dés de jambon,",jambon,Gratin de pâtes aux champignons,"400 g de pâtes (penne, macaroni, fusilli...),
8 champignons de Paris,
200 g de dés de jambon,
1 oignon,
20 cl de crème fraîche,
1 oeuf,
100 g de gruyère râpé,
sel,
poivre,
beurre.",www.unjourunerecette.fr
173, - ,"1 oignon,",oignon,Gratin de pâtes aux champignons,"400 g de pâtes (penne, macaroni, fusilli...),
8 champignons de Paris,
200 g de dés de jambon,
1 oignon,
20 cl de crème fraîche,
1 oeuf,
100 g de gruyère râpé,
sel,
poivre,
beurre.",www.unjourunerecette.fr
174, - ,"20 cl de crème fraîche,",crème fraîche,Gratin de pâtes aux champignons,"400 g de pâtes (penne, macaroni, fusilli...),
8 champignons de Paris,
200 g de dés de jambon,
1 oignon,
20 cl de crème fraîche,
1 oeuf,
100 g de gruyère râpé,
sel,
poivre,
beurre.",www.unjourunerecette.fr
175, - ,"1 oeuf,",oeuf,Gratin de pâtes aux champignons,"400 g de pâtes (penne, macaroni, fusilli...),
8 champignons de Paris,
200 g de dés de jambon,
1 oignon,
20 cl de crème fraîche,
1 oeuf,
100 g de gruyère râpé,
sel,
poivre,
beurre.",www.unjourunerecette.fr
176, - ,"100 g de gruyère râpé,",gruyère,Gratin de pâtes aux champignons,"400 g de pâtes (penne, macaroni, fusilli...),
8 champignons de Paris,
200 g de dés de jambon,
1 oignon,
20 cl de crème fraîche,
1 oeuf,
100 g de gruyère râpé,
sel,
poivre,
beurre.",www.unjourunerecette.fr
177, - ,"sel,",sel,Gratin de pâtes aux champignons,"400 g de pâtes (penne, macaroni, fusilli...),
8 champignons de Paris,
200 g de dés de jambon,
1 oignon,
20 cl de crème fraîche,
1 oeuf,
100 g de gruyère râpé,
sel,
poivre,
beurre.",www.unjourunerecette.fr
178, - ,"poivre,",poivre,Gratin de pâtes aux champignons,"400 g de pâtes (penne, macaroni, fusilli...),
8 champignons de Paris,
200 g de dés de jambon,
1 oignon,
20 cl de crème fraîche,
1 oeuf,
100 g de gruyère râpé,
sel,
poivre,
beurre.",www.unjourunerecette.fr
179, - ,beurre.,beurre,Gratin de pâtes aux champignons,"400 g de pâtes (penne, macaroni, fusilli...),
8 champignons de Paris,
200 g de dés de jambon,
1 oignon,
20 cl de crème fraîche,
1 oeuf,
100 g de gruyère râpé,
sel,
poivre,
beurre.",www.unjourunerecette.fr
180, - ,"1 rouleau de pâte feuilletée,",pâte feuilletée,Quiche aux épinards,"1 rouleau de pâte feuilletée,
250 g de feuilles d'épinards,
1 oignon,
20 cl de crème fraîche,
2 oeufs,
60 g de parmesan râpé,
beurre,
sel,
poivre.",www.unjourunerecette.fr
