brand,description,image_url,origin,price,price_per_unit,promo_price,shelter_child,shelter_parent,url
Marie,Colin d'Alaska Marie Petites St Jacques Hisseo 900g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1624086&use=l&cat=p&typeid=i,,4.92 €,5.47 € / kg,4.92 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-26014-Colin-dAlaska-Marie.aspx
Marie,Colin d'Alaska Marie Beurre citron thym x2 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1625583&use=l&cat=p&typeid=i,,3.41 €,8.53 € / kg,3.41 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-20376-Colin-dAlaska-Marie.aspx
Findus,Double délice Findus Colin d'alaska - x8 - 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1604102&use=l&cat=p&typeid=i,,3.99 €,6.65 € / kg,3.99 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-68399-Double-delice-Findus.aspx
Côté Table,Poisson Bordelaise Côté Table 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=677774&use=l&cat=p&typeid=i,,1.98 €,4.95 € / kg,1.98 €,Poissons et Produits de la mer,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1191-Poisson-Bordelaise-Cote-Table.aspx
Findus,Poisson pané Findus Colin x10 - 510g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1640612&use=l&cat=p&typeid=i,,3.52 €,6.90 € / kg,3.52 €,Poissons panés,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-21017-Poisson-pane-Findus.aspx
Findus,Poisson pané Findus Colin x20 - 1.02kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1096700&use=l&cat=p&typeid=i,,5.75 €,5.64 € / kg,5.75 €,Poissons panés,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-21008-Poisson-pane-Findus.aspx
Findus,Bâtonnets Findus Colin d'Alaska x16 - 448g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1567555&use=l&cat=p&typeid=i,,3.24 €,7.23 € / kg,3.24 €,Poissons panés,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-56845-Batonnets-Findus.aspx
Pêche Océan,Poisson pané Pêche Océan Colin Sans arêtes x20 - 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1631532&use=l&cat=p&typeid=i,,4.71 €,4.71 € / kg,4.71 €,Poissons panés,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3786-Poisson-pane-Peche-Ocean.aspx
Pêche Océan,Poisson pané Pêche Océan Colin Sans arêtes x8 - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=705129&use=l&cat=p&typeid=i,,2.34 €,5.85 € / kg,2.34 €,Poissons panés,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3794-Poisson-pane-Peche-Ocean.aspx
Pêche Océan,Poisson pané Pêche Océan Colin - x15 450g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1314607&use=l&cat=p&typeid=i,,1.89 €,4.20 € / kg,1.89 €,Poissons panés,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1193-Poisson-pane-Peche-Ocean.aspx
Findus,Poisson pané Croustibat Findus x20 615g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1639688&use=l&cat=p&typeid=i,,3.29 €,5.35 € / kg,3.29 €,Poissons panés,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-30462-Poisson-pane-Croustibat-Findus.aspx
Findus,Poisson pané Findus Cabillaud - x10 510g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1640279&use=l&cat=p&typeid=i,,5.63 €,11.04 € / kg,5.63 €,Poissons panés,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-21592-Poisson-pane-Findus.aspx
Findus,Poisson pané Filets Findus Cabillaud - x4 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1622139&use=l&cat=p&typeid=i,,5.70 €,14.25 € / kg,5.70 €,Poissons panés,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-32707-Poisson-pane-Filets-Findus.aspx
Findus,Panés de cabillaud Findus x20 - 1.020kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1620859&use=l&cat=p&typeid=i,,11.76 €,11.53 € / kg,11.76 €,Poissons panés,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-61022-Panes-de-cabillaud-Findus.aspx
Pêche Océan,Poisson pané Pêche Océan Cabillaud - x8 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1198463&use=l&cat=p&typeid=i,,3.10 €,7.75 € / kg,3.10 €,Poissons panés,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3795-Poisson-pane-Peche-Ocean.aspx
Pêche Océan,Croquettes poisson Pêche Océan Panées ail fines herbes x6 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1312750&use=l&cat=p&typeid=i,,1.37 €,4.57 € / kg,1.37 €,Poissons panés,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3796-Croquettes-poisson-Peche-Ocean.aspx
Findus,Double délice Findus Colin d'alaska - x8 - 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1604102&use=l&cat=p&typeid=i,,3.99 €,6.65 € / kg,3.99 €,Poissons panés,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-68399-Double-delice-Findus.aspx
Côté Table,Poisson Bordelaise Côté Table 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=677774&use=l&cat=p&typeid=i,,1.98 €,4.95 € / kg,1.98 €,Poissons panés,Viandes et Poissons,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1191-Poisson-Bordelaise-Cote-Table.aspx
Bio Village,Légumes Bio Village Pour potage - 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=833678&use=l&cat=p&typeid=i,,1.76 €,2.93 € / kg,1.76 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-30055-Legumes-Bio-Village.aspx
,Légumes potage Notre Jardin 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1061483&use=l&cat=p&typeid=i,,0.92 €,0.92 € / kg,0.92 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1226-Legumes-potage-Notre-Jardin.aspx
,Légumes potage Notre Jardin méditerranéens 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=809943&use=l&cat=p&typeid=i,,1.49 €,1.49 € / kg,1.49 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-44731-Legumes-potage-Notre-Jardin.aspx
,Légumes vapeurs Notre Jardin Méditerranéens 2x200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1091927&use=l&cat=p&typeid=i,,2.44 €,6.10 € / kg,2.44 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-20762-Legumes-vapeurs-Notre-Jardin.aspx
,Légumes vapeurs Notre Jardin 2x200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1175957&use=l&cat=p&typeid=i,,2.44 €,6.10 € / kg,2.44 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-20760-Legumes-vapeurs-Notre-Jardin.aspx
Bonduelle,Purée surgelé  Bonduelle 4 saveurs  - 780g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1556668&use=l&cat=p&typeid=i,,2.69 €,3.45 € / kg,2.69 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-60537-Puree-surgele-Bonduelle.aspx
,Purée 4 légumes Notre Jardin 750g,https://fd4-photos.leclercdrive.fr/image.ashx?id=767856&use=l&cat=p&typeid=i,,1.86 €,2.48 € / kg,1.86 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-20685-Puree-4-legumes-Notre-Jardin.aspx
Bio Village,Purée de brocolis Bio Village 450g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1224647&use=l&cat=p&typeid=i,,1.35 €,3.00 € / kg,1.35 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-69163-Puree-de-brocolis-Bio-Village.aspx
,Purée brocolis Notre Jardin Nature 750g,https://fd4-photos.leclercdrive.fr/image.ashx?id=767852&use=l&cat=p&typeid=i,,2.01 €,2.68 € / kg,2.01 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-19957-Puree-brocolis-Notre-Jardin.aspx
Bio Village,Butternut Bio Village 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1419838&use=l&cat=p&typeid=i,,1.96 €,3.27 € / kg,1.96 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-81993-Butternut-Bio-Village.aspx
Bio Village,Purée de carotte Bio Village 450g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1224644&use=l&cat=p&typeid=i,,1.19 €,2.64 € / kg,1.19 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-69161-Puree-de-carotte-Bio-Village.aspx
,Purée carottes Notre Jardin Nature 750g,https://fd4-photos.leclercdrive.fr/image.ashx?id=767948&use=l&cat=p&typeid=i,,1.96 €,2.61 € / kg,1.96 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-19960-Puree-carottes-Notre-Jardin.aspx
Bonduelle,Purée surgelée Bonduelle Duo douceur - 780g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1572503&use=l&cat=p&typeid=i,,2.69 €,3.45 € / kg,2.69 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-60538-Puree-surgelee-Bonduelle.aspx
,Purée de carottes Notre Jardin potirons 750g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1091933&use=l&cat=p&typeid=i,,1.81 €,2.41 € / kg,1.81 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-44748-Puree-de-carottes-Notre-Jardin.aspx
,Purée Pomme de terre Biovillage 450g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1211564&use=l&cat=p&typeid=i,,1.27 €,2.82 € / kg,1.27 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-26177-Puree-Pomme-de-terre-Biovillage.aspx
,Purée surgelée Pom'lisse Pommes de terre 750g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1466346&use=l&cat=p&typeid=i,,1.10 €,1.47 € / kg,1.10 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-21877-Puree-surgelee-Pomlisse.aspx
,Purée de céleris Notre Jardin Nature 750g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1655784&use=l&cat=p&typeid=i,,2.19 €,2.92 € / kg,2.19 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-20759-Puree-de-celeris-Notre-Jardin.aspx
Bio Village,Champignons Bio Village Emincés 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1659455&use=l&cat=p&typeid=i,,3.29 €,5.48 € / kg,3.29 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-29862-Champignons-Bio-Village.aspx
,Champignons Paris Notre jardin Emincés 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=554514&use=l&cat=p&typeid=i,,1.88 €,1.88 € / kg,1.88 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1223-Champignons-Paris-Notre-jardin.aspx
Bio Village,Epinards Hachés Bio Village A la crème - 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1511970&use=l&cat=p&typeid=i,,1.49 €,2.48 € / kg,1.49 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-93110-Epinards-Haches-Bio-Village.aspx
Bio Village,Epinards Bio Village En branches - 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1657009&use=l&cat=p&typeid=i,,1.10 €,1.83 € / kg,1.10 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16031-Epinards-Bio-Village.aspx
Bio Village,Epinards Bio Village Hachés - 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1531475&use=l&cat=p&typeid=i,,1.68 €,2.80 € / kg,1.68 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-93185-Epinards-Bio-Village.aspx
Bonduelle,Epinards Bonduelle Feuilles préservées - 750g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1582934&use=l&cat=p&typeid=i,,1.18 €,1.57 € / kg,1.18 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-20721-Epinards-Bonduelle.aspx
,Epinards Notre Jardin Feuilles à cuire - 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=586529&use=l&cat=p&typeid=i,,0.86 €,1.43 € / kg,0.86 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-9916-Epinards-Notre-Jardin.aspx
,Epinards Notre Jardin Branches - 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=753747&use=l&cat=p&typeid=i,,0.94 €,0.94 € / kg,0.94 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1217-Epinards-Notre-Jardin.aspx
,Epinards Notre Jardin Branches A la crème fraîche 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1437712&use=l&cat=p&typeid=i,,2.05 €,2.05 € / kg,2.05 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3810-Epinards-Notre-Jardin.aspx
,Epinards Notre Jardin Hâchés - 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1098769&use=l&cat=p&typeid=i,,0.85 €,0.85 € / kg,0.85 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1218-Epinards-Notre-Jardin.aspx
Findus,Epinards hachés Findus Hâchés A la crème fraîche 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1572917&use=l&cat=p&typeid=i,,1.55 €,2.58 € / kg,1.55 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-32948-Epinards-haches-Findus.aspx
Findus,Epinards branche Findus crème 500g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1622259&use=l&cat=p&typeid=i,,1.78 €,3.56 € / kg,1.78 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-23547-Epinards-branche-Findus-creme.aspx
Bonduelle,Haricots verts Bio Bonduelle 500g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1655078&use=l&cat=p&typeid=i,,2.26 €,4.52 € / kg,2.26 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-101618-Haricots-verts-Bio-Bonduelle.aspx
Bonduelle,Haricots Verts Bonduelle Extra-fins 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1569064&use=l&cat=p&typeid=i,,1.99 €,1.99 € / kg,1.99 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-10979-Haricots-Verts-Bonduelle.aspx
,Haricots verts Notre jardin Très fins 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1167831&use=l&cat=p&typeid=i,,1.19 €,1.19 € / kg,1.19 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1214-Haricots-verts-Notre-jardin.aspx
,Haricots verts Notre Jardin Extra fins 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=823494&use=l&cat=p&typeid=i,,1.19 €,1.19 € / kg,1.19 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1215-Haricots-verts-Notre-Jardin.aspx
,Haricots verts Notre Jardin cuits 750g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1443919&use=l&cat=p&typeid=i,,1.12 €,1.49 € / kg,1.12 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-44738-Haricots-verts-Notre-Jardin.aspx
,Haricots beurre Notre Jardin Extra fins 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=763632&use=l&cat=p&typeid=i,,2.13 €,2.13 € / kg,2.13 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-39389-Haricots-beurre-Notre-Jardin.aspx
,Haricots plats Notre Jardin D'Espagne 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=789820&use=l&cat=p&typeid=i,,1.52 €,1.52 € / kg,1.52 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-20686-Haricots-plats-Notre-Jardin.aspx
Bio Village,Petits pois Bio Village Très fins 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1660187&use=l&cat=p&typeid=i,,1.89 €,3.15 € / kg,1.89 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16034-Petits-pois-Bio-Village.aspx
,Petits pois Notre Jardin Extra fins 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1666708&use=l&cat=p&typeid=i,,1.16 €,1.16 € / kg,1.16 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1222-Petits-pois-Notre-Jardin.aspx
,Petits pois carottes Notre Jardin 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=778979&use=l&cat=p&typeid=i,,1.80 €,1.80 € / kg,1.80 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1221-Petits-pois-carottes.aspx
,Fèves non pelées Notre Jardin 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1104436&use=l&cat=p&typeid=i,,3.42 €,3.42 € / kg,3.42 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-58741-Feves-non-pelees-Notre-Jardin.aspx
Bio Village,Brocolis fleurettes Bio Village 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1211695&use=l&cat=p&typeid=i,,1.82 €,3.03 € / kg,1.82 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-14923-Brocolis-fleurettes-Bio-Village.aspx
,Brocolis fleurette Notre Jardin 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1099011&use=l&cat=p&typeid=i,,1.49 €,1.49 € / kg,1.49 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1213-Brocolis-fleurette-Notre-Jardin.aspx
,Brocolis cuits Notre Jardin 750g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1443925&use=l&cat=p&typeid=i,,1.51 €,2.01 € / kg,1.51 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-58610-Brocolis-cuits-Notre-Jardin.aspx
,Choux fleurs Notre Jardin  cuits 750g,https://fd4-photos.leclercdrive.fr/image.ashx?id=815191&use=l&cat=p&typeid=i,,1.32 €,1.76 € / kg,1.32 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-44739-Choux-fleurs-Notre-Jardin-.aspx
,Choux fleurs Notre Jardin Fleurettes 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1076743&use=l&cat=p&typeid=i,,1.25 €,1.25 € / kg,1.25 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1211-Choux-fleurs-Notre-Jardin.aspx
,Trio de fleurette Notre Jardin 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=752724&use=l&cat=p&typeid=i,,2.46 €,2.46 € / kg,2.46 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-30059-Trio-de-fleurette-Notre-Jardin.aspx
Bio Village,Carottes Bio Village En rondelles 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1660190&use=l&cat=p&typeid=i,,1.65 €,2.75 € / kg,1.65 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16029-Carottes-Bio-Village.aspx
,Carottes Notre Jardin En rondelle 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1646619&use=l&cat=p&typeid=i,,0.73 €,0.73 € / kg,0.73 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1220-Carottes-Notre-Jardin.aspx
,Emincés poireaux Notre Jardin A la crème 750g,https://fd4-photos.leclercdrive.fr/image.ashx?id=753735&use=l&cat=p&typeid=i,,1.98 €,2.64 € / kg,1.98 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-29874-Eminces-poireaux-Notre-Jardin.aspx
,Poireaux Notre Jardin En rondelles 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=743219&use=l&cat=p&typeid=i,,1.01 €,1.01 € / kg,1.01 €,Légumes,Légumes et Frites,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-7996-Poireaux-Notre-Jardin.aspx
